,단어,빈도
2962,소폭,6
2963,소폭만,1
2964,소폭이나마,1
2965,소프트,2
2966,소호,1
2967,속도가,2
2968,속도로,1
2969,속보치로,3
2970,속상해서,1
2971,속에서도,1
2972,속전속결로,1
2973,손,6
2974,손과,1
2975,손놓고,1
2976,손님,1
2977,손님들은,1
2978,손발이,1
2979,손실,1
2980,손실도,1
2981,손실을,1
2982,손실이,3
2983,손웅정,1
2984,손웅정씨,1
2985,손웅정씨는,2
2986,손을,4
2987,손익을,1
2988,손흥민,4
2989,손흥민은,3
2990,손흥민을,1
2991,손흥민의,1
2992,손흥민이,1
2993,솔로,2
2994,솔직히,1
2995,송금할,1
2996,쇤브룬,2
2997,쇼츠,2
2998,쇼츠가,1
2999,쇼츠는,1
3000,쇼츠에,1
3001,쇼크,1
3002,쇼핑,2
3003,숄츠,1
3004,수년래,1
3005,수는,2
3006,수단,3
3007,수단을,2
3008,수단의,1
3009,수도로,2
3010,수량과,1
3011,수립,1
3012,수백,2
3013,수복한,1
3014,수비군은,1
3015,수비하기에,1
3016,수상하면서,1
3017,수석,1
3018,수석분석가,1
3019,수송,2
3020,수송에,1
3021,수순을,1
3022,수십,1
3023,수아킨,1
3024,수와,1
3025,수요,1
3026,수요가,1
3027,수요일에,1
3028,수용소를,1
3029,수용소에,1
3030,수익,1
3031,수익률로,1
3032,수익률은,3
3033,수익률이,2
3034,수익성이,1
3035,수입,2
3036,수입은,1
3037,수입을,6
3038,수입이,1
3039,수장되면서,1
3040,수준,2
3041,수준까지,1
3042,수준에서,2
3043,수준으로,4
3044,수준을,2
3045,수준의,1
3046,수준이다,5
3047,수준이며,1
3048,수준이었다,1
3049,수준이지만,1
3050,수준인,3
3051,수준일,1
3052,수차례,1
3053,수출되는데,1
3054,수출된다,1
3055,수출될,1
3056,수치는,1
3057,수치다,1
3058,수치라고,1
3059,수치로,1
3060,수치상으로는,1
3061,수컷,1
3062,수행을,1
3063,수행차,1
3064,수험생들도,1
3065,수호에,1
3066,수호자,1
3067,수확하려고,1
3068,순간,1
3069,순간에,1
3070,순매수를,1
3071,순매수하는,1
3072,순매수하며,1
3073,순방은,2
3074,순찰,2
3075,순찰과,1
3076,순항,1
3077,순항미사일인,1
3078,순항할,1
3079,술을,1
3080,술집,1
3081,숨,1
3082,숨지고,1
3083,숨진,3
3084,쉬는,1
3085,쉽고,1
3086,쉽지,1
3087,슈퍼주니어,1
3088,슈화는,2
3089,슈화도,2
3090,스마트폰으로,1
3091,스므리섹은,1
3092,스웨덴,2
3093,스웨덴과,2
3094,스웨덴에,1
3095,스웨덴은,1
3096,스웨덴을,1
3097,스웨덴의,3
3098,스웨덴이,1
3099,스위스,2
3100,스위스는,1
3101,스위스와,1
3102,스위스쿼트의,1
3103,스쟈,1
3104,스퀘어드,1
3105,스타들의,1
3106,스타벅스가,1
3107,스타벅스는,1
3108,스탈린처럼,1
3109,스테판,1
3110,스텝,2
3111,스톨텐베르그,5
3112,스티커,1
3113,스페셜올림픽,2
3114,스페셜올림픽에,1
3115,스페셜올림픽은,1
3116,스페인,1
3117,스포츠,1
3118,스포츠탐험대,1
3119,슬픔을,1
3120,승객,2
3121,승객과,3
3122,승리,1
3123,승부의,1
3124,승선,3
3125,승선자가,3
3126,승조원,3
3127,시가전,1
3128,시가전이,1
3129,시가총액은,2
3130,시가현,1
3131,시간가량,1
3132,시간이,3
3133,시급하다고,1
3134,시급한,1
3135,시기,1
3136,시기에,3
3137,시기와,1
3138,시내,2
3139,시내에,1
3140,시내에서,1
3141,시대,1
3142,시대가,1
3143,시대로,1
3144,시대였다면,1
3145,시도를,1
3146,시민,1
3147,시민들이,2
3148,시민이,1
3149,시사저널,2
3150,시사했다,1
3151,시설과,1
3152,시설에서,2
3153,시설이,1
3154,시세,1
3155,시세가,1
3156,시세는,2
3157,시스템,2
3158,시스템과,1
3159,시신,5
3160,시신도,1
3161,시신들은,1
3162,시신을,1
3163,시신이,1
3164,시신이었다,1
3165,시에,1
3166,시위자들을,1
3167,시인했다,1
3168,시일,1
3169,시작됐다,1
3170,시작됐다고,1
3171,시작되는,2
3172,시작되며,1
3173,시작된다,2
3174,시작으로,2
3175,시작을,1
3176,시작할,1
3177,시작해,1
3178,시작했다,1
3179,시작했음을,1
3180,시장,15
3181,시장기대보다,1
3182,시장에,2
3183,시장에서,5
3184,시장은,2
3185,시장을,1
3186,시장의,2
3187,시장이,1
3188,시장전략가인,1
3189,시장참가자들,1
3190,시절부터,1
3191,시점에,4
3192,시점에서,2
3193,시점에선,1
3194,시점이,2
3195,시중에서,1
3196,시즈오카현,8
3197,시즌,1
3198,시진핑,2
3199,시청자,1
3200,시청자가,1
3201,시총액도,1
3202,시카고상품거래소,1
3203,시키겠다고,3
3204,시행,7
3205,시행하기로,1
3206,시행할,3
3207,시험,1
3208,시험대에,1
3209,시험을,1
3210,식당,6
3211,식당에서,6
3212,식당으로,1
3213,식량,1
3214,식료품,2
3215,식료품도,1
3216,식사를,1
3217,식의,2
3218,식재료,2
3219,식품,3
3220,식품을,5
3221,신고가,1
3222,신규,2
3223,신규환자가,3
3224,신동윤,1
3225,신랑망,1
3226,신뢰가,1
3227,신뢰를,4
3228,신뢰할,1
3229,신문과,1
3230,신변에,1
3231,신상,1
3232,신속하고,1
3233,신속한,1
3234,신속히,1
3235,신안,1
3236,신임,3
3237,신자르,1
3238,신장,5
3239,신장위구르자치구의,1
3240,신조,1
3241,신종,4
3242,신준명,2
3243,신준명입니다,1
3244,신중하게,1
3245,신청서를,1
3246,신호가,2
3247,신호는,1
3248,신호라고,1
3249,신호를,3
3250,신화,2
3251,신화망,1
3252,신화통신,2
3253,신흥,1
3254,실감할,1
3255,실권자,2
3256,실려,3
3257,실리고,1
3258,실린,2
3259,실립니다,1
3260,실물경제의,1
3261,실시간으로,1
3262,실시하고,1
3263,실시하는,1
3264,실시한,1
3265,실시한다,2
3266,실어가는,1
3267,실업률,1
3268,실업률과,1
3269,실업률이,1
3270,실제,1
3271,실제로,1
3272,실종,1
3273,실종된,3
3274,실종자들이,1
3275,실질적,2
3276,실질적인,3
3277,실태에,1
3278,실패한,1
3279,실행력을,2
3280,실험,1
3281,실험에,1
3282,실험을,2
3283,실험이,1
3284,실현을,3
3285,실현하고,1
3286,싫다,1
3287,심각하게,1
3288,심각한,3
3289,심리가,1
3290,심층,2
3291,심층분석국,1
3292,심층분석국으로,1
3293,심층분석대상국으로,1
3294,심화,1
3295,심화하고,1
3296,심화하는,1
3297,심화하면서,1
3298,심화할,2
3299,싱가포르,5
3300,싱가포르에서,2
3301,싶습니까,1
3302,싶어,2
3303,싶지,1
3304,싸우고,2
3305,싸움을,1
3306,쌍방향의,1
3307,쌓인,1
3308,썼다,1
3309,썼다고,1
3310,썼다며,1
3311,썼습니다,1
3312,쏠리는,1
3313,쓰는,1
3314,쓰러뜨리고,1
3315,쓰여,1
3316,쓰인,1
3317,쓰지,1
3318,쓴,3
3319,씨는,1
3320,씨름할,1
3321,아그레망,1
3322,아나폴리스에,1
3323,아내,1
3324,아냐,1
3325,아니고,2
3326,아니냐는,2
3327,아니라고,3
3328,아니며,1
3329,아닌가,1
3330,아닙니다,1
3331,아들,1
3332,아들을,1
3333,아래,1
3334,아래로,2
3335,아마,1
3336,아무것도,1
3337,아무리,2
3338,아미,1
3339,아버지,2
3340,아버지가,1
3341,아버지의,1
3342,아베,1
3343,아비장,1
3344,아비장에서,2
3345,아사쿠사,1
3346,아시아,4
3347,아시아경제,2
3348,아시아안보회의,3
3349,아시아인,1
3350,아오모리현,1
3351,아이가,1
3352,아이들,1
3353,아이들의,1
3354,아이야르는,2
3355,아이치,1
3356,아이치현,8
3357,아이티,6
3358,아조우,1
3359,아조우스탈,4
3360,아조우스탈에서,1
3361,아조우스탈의,1
3362,아주,1
3363,아직,7
3364,아직까진,1
3365,아치는,1
3366,아치와,1
3367,아파트,1
3368,아팠다,1
3369,아프리카,5
3370,아프리카가,1
3371,아프리카의,1
3372,악수하며,1
3373,악시오스는,3
3374,악시오스에,1
3375,악영향을,1
3376,악화됐다,1
3377,악화에,1
3378,악화할,1
3379,안고,1
3380,안내하고,1
3381,안보,11
3382,안보리,1
3383,안보에도,1
3384,안보와,1
3385,안보협의회,1
3386,안보협의회에서,2
3387,안보협의회의,1
3388,안보협의회의에서,1
3389,안보회의인,1
3390,안에,3
3391,안에서,4
3392,안으로,1
3393,안전을,2
3394,안전장치,1
3395,안정세를,2
3396,안타깝게,2
3397,안타깝다,1
3398,안토니오,1
3399,안팎의,1
3400,앉아,1
3401,앉아있는,1
3402,않거나,1
3403,않겠다,1
3404,않기,1
3405,않는게,1
3406,않는다고,4
3407,않는다는,2
3408,않는다면,1
3409,않다,1
3410,않다가,1
3411,않다고,3
3412,않다는,1
3413,않던,1
3414,않도록,1
3415,않아,3
3416,않아도,3
3417,않았다,6
3418,않았다고,2
3419,않았다는,2
3420,않았다며,1
3421,않았습니다,1
3422,않으니,1
3423,않으며,1
3424,않으면서,1
3425,않으면서도,1
3426,않을,10
3427,않을까,1
3428,알레한드로,1
3429,알렉산더,1
3430,알려졌다,3
3431,알려졌습니다,1
3432,알려진,1
3433,알리는,1
3434,알리안츠,1
3435,알리지,1
3436,알아들을,1
3437,알약이,1
3438,알지,1
3439,암살,3
3440,암적,2
3441,암호화폐,6
3442,압도하려,1
3443,압둘아지즈,2
3444,압력을,3
3445,압력이,2
3446,압박가하는,1
3447,압박으로,1
3448,압박을,2
3449,압박이,1
3450,압박하고,2
3451,압박할,1
3452,앞두고,2
3453,앞둔,2
3454,앞서,14
3455,앞섰다,1
3456,앞에,1
3457,앞으로,4
3458,앞을,1
3459,애런,1
3460,애초,1
3461,야기하는,1
3462,야마가타현,1
3463,야생,1
3464,야생동물을,1
3465,야생동물의,1
3466,야심을,1
3467,야심이,1
3468,약물이,2
3469,약속을,1
3470,약속했다,1
3471,약한,1
3472,약화와,1
3473,양,2
3474,양국,9
3475,양국의,1
3476,양국이,2
3477,양들은,1
3478,양식되고,1
3479,양안,2
3480,양이,1
3481,양자회담을,1
3482,양호하다,1
3483,얘기다,2
3484,얘기할,2
3485,어디서든,1
3486,어려운,1
3487,어려움도,1
3488,어려움에서,1
3489,어려움으로,1
3490,어려움을,4
3491,어려워질,1
3492,어렵다,1
3493,어렵다며,1
3494,어린이도,1
3495,어슬렁거리는,1
3496,어퍼파인리버,1
3497,억,15
3498,억대,1
3499,억엔,1
3500,억울함에,1
3501,억제를,3
3502,억제할,1
3503,억파운드,1
3504,언급,1
3505,언급하면서,1
3506,언급한,2
3507,언론,2
3508,언론과의,1
3509,언론들은,4
3510,언론에,2
3511,언론은,1
3512,언론이,1
3513,언론인,2
3514,얹었고,1
3515,얻고,1
3516,얻는데,1
3517,얻어내야,1
3518,얻은,1
3519,얼굴을,2
3520,얼굴이,2
3521,얽혀있다는,1
3522,엄격하게,1
3523,엄벌에,2
3524,엄벌을,1
3525,엄중,1
3526,엄진아,3
3527,엄청난,1
3528,업그레이드에,1
3529,업데이트에,3
3530,업데이트하기로,1
3531,업데이트해서,2
3532,업무에,1
3533,업자,1
3534,업체,1
3535,업체가,5
3536,업체에,1
3537,없고,1
3538,없다고,6
3539,없다는,1
3540,없다면서,1
3541,없도록,1
3542,없습니다,2
3543,없어,3
3544,없었다,1
3545,없었다고,2
3546,없으나,1
3547,없으며,1
3548,없으면,1
3549,없을,1
3550,없음,3
3551,에너지,13
3552,에너지가,2
3553,에너지는,1
3554,에너지와,3
3555,에너지정보국에,1
3556,에도,1
3557,에르도안,1
3558,에리언,1
3559,에마뉘엘,4
3560,에마뉴엘,2
3561,에번스,1
3562,에브라힘,2
3563,에서도,2
3564,에어컨,1
3565,에이피,1
3566,엑슨모빌,1
3567,엔,2
3568,엔대로,1
3569,엔저,1
3570,엔저에,2
3571,엔저와,1
3572,엔화,1
3573,엘,2
3574,엘디아리오데이오는,1
3575,엘리제궁은,1
3576,엘살바도르,7
3577,엘살바도르는,1
3578,엘살바도르의,1
3579,여개,2
3580,여겨지는,1
3581,여겨집니다,1
3582,여기고,1
3583,여기에,3
3584,여기에는,1
3585,여기에서,1
3586,여년,2
3587,여당,1
3588,여당이,1
3589,여러,9
3590,여러분께,1
3591,여러분들의,1
3592,여론의,1
3593,여론이,3
3594,여론조사가,1
3595,여름,1
3596,여름에,1
3597,여름의,1
3598,여름이,1
3599,여명의,1
3600,여부를,7
3601,여부와,1
3602,여성,15
3603,여성들,1
3604,여성들만,1
3605,여성들을,4
3606,여성들의,2
3607,여성들이,1
3608,여성분들,1
3609,여성에게,2
3610,여성은,3
3611,여성을,2
3612,여성의,5
3613,여성이,5
3614,여자,2
3615,여지가,2
3616,여파가,2
3617,여파로,1
3618,여행,2
3619,여행객,3
3620,여행객들이,1
3621,여행객에,2
3622,여행객이,2
3623,여행업계에서,1
3624,여행업계에서는,1
3625,여행업체를,2
3626,여행에,1
3627,여행을,3
3628,역내,1
3629,역대,1
3630,역량이나,1
3631,역사상,1
3632,역사의,4
3633,역설했다,1
3634,역시,3
3635,역이용될,1
3636,역전,1
3637,역할을,4
3638,연간,5
3639,연결된다,1
3640,연계하기로,1
3641,연구소,1
3642,연구소는,1
3643,연구진이,1
3644,연구팀은,1
3645,연구하고,1
3646,연다고,1
3647,연대,1
3648,연동해,1
3649,연령을,1
3650,연례,4
3651,연료,1
3652,연료가,1
3653,연료비,3
3654,연료비가,1
3655,연료유,1
3656,연루된,3
3657,연말까지,1
3658,연방공개시장위원회,3
3659,연방대법원이,1
3660,연방준비제도,4
3661,연봉,4
3662,연봉이,1
3663,연봉자,1
3664,연봉자들도,1
3665,연봉자들은,1
3666,연상케,1
3667,연설,2
3668,연설에서,3
3669,연설이,1
3670,연설자로,2
3671,연설하고,4
3672,연설한다,2
3673,연속,5
3674,연일,2
3675,연임,2
3676,연임이,1
3677,연임한,1
3678,연주하고,1
3679,연준,5
3680,연준은,2
3681,연준의,1
3682,연준이,8
3683,연합,11
3684,연합군,1
3685,연합군이,1
3686,연합뉴스에,1
3687,연합정당은,1
3688,연합훈련,1
3689,연합훈련을,1
3690,연해에서,1
3691,열,4
3692,열고,1
3693,열기로,1
3694,열기를,1
3695,열대,1
3696,열려,1
3697,열렸다,1
3698,열리는,2
3699,열린,13
3700,열릴,1
3701,열어놓고,1
3702,열었다,1
3703,열었던,1
3704,열었습니다,2
3705,열자,1
3706,엿새째,1
3707,였다,4
3708,였습니다,1
3709,였으나,1
3710,영국,5
3711,영국에서,1
3712,영국은,1
3713,영상에는,1
3714,영상에선,2
3715,영상으로만,1
3716,영상은,1
3717,영상을,1
3718,영상이,1
3719,영업이,1
3720,영업일마다,1
3721,영업점을,1
3722,영웅적으로,1
3723,영웅적인,1
3724,영토,1
3725,영토로,4
3726,영토를,5
3727,영향,2
3728,영향력에,1
3729,영향력을,1
3730,영향에,1
3731,영향으로,1
3732,영향을,5
3733,영화를,1
3734,예고한,2
3735,예고했다,1
3736,예단하지,1
3737,예방을,1
3738,예방접종,1
3739,예산,2
3740,예산을,1
3741,예산의,4
3742,예산이,1
3743,예상,1
3744,예상되는,2
3745,예상되지,1
3746,예상된다,2
3747,예상됩니다,1
3748,예상보다,2
3749,예상으로,1
3750,예상을,1
3751,예상치,1
3752,예상치는,3
3753,예상치도,2
3754,예상치를,2
3755,예상치인,1
3756,예상했었다,1
3757,예외가,1
3758,예정,1
3759,예정돼,1
3760,예정된,1
3761,예정이고,1
3762,예정이다,7
3763,예정이라고,2
3764,예정이었다,1
3765,예정일을,1
3766,예정입니다,2
3767,옌스,2
3768,옐런,5
3769,오갔다,1
3770,오대성,1
3771,오르는,2
3772,오르며,1
3773,오르면,1
3774,오르면서,1
3775,오른,4
3776,오른쪽,1
3777,오름,1
3778,오름세를,1
3779,오름폭이,1
3780,오미크론,4
3781,오사카,4
3782,오사카부,5
3783,오사카부가,3
3784,오사카에서,1
3785,오세올라,3
3786,오스트리아,1
3787,오스틴,10
3788,오전까지,1
3789,오즈카데스카야는,1
3790,오카야마현,1
3791,오키나와,4
3792,오키나와에서,1
3793,오키나와현,6
3794,오페를,2
3795,오페에,1
3796,오하라는,1
3797,오한,1
3798,오현우,2
3799,오후에,1
3800,옥상,1
3801,옥시테트라사이클린도,1
3802,온라인,2
3803,온라인으로,1
3804,온몸으로,1
3805,올,3
3806,올라,6
3807,올라섰다,1
3808,올라프,1
3809,올랐고,2
3810,올랐다,12
3811,올랐다고,1
3812,올랐어,1
3813,올랜도에서,1
3814,올레그,1
3815,올렉,1
3816,올려놓는,1
3817,올려주기,1
3818,올렸는데,1
3819,올렸습니다,1
3820,올리는,6
3821,올린다고,2
3822,올여름,2
3823,올하,1
3824,올해,13
3825,올해는,1
3826,옮겨가고,1
3827,옮겼다,1
3828,옮기며,1
3829,옷이나,1
3830,와중에,1
3831,와카야마현,1
3832,왁스애플,1
3833,완전,4
3834,완전하고,1
3835,완전한,2
3836,완전히,3
3837,완화,2
3838,완화나,1
3839,왓슨의,2
3840,왔기,1
3841,왔다,1
3842,왔습니다,1
3843,왔었다,1
3844,왕따,3
3845,왕세자가,2
3846,왕세자에게,1
3847,왕세자와도,2
3848,왜곡,1
3849,외계,3
3850,외곽,2
3851,외교,1
3852,외교관,2
3853,외교부,4
3854,외교부장관,1
3855,외교사절에,1
3856,외교장관,1
3857,외국인,2
3858,외래종을,1
3859,외식과,1
3860,외신,1
3861,외신들은,3
3862,외신들이,1
3863,외신은,2
3864,외적,1
3865,외쳤다,1
3866,외치자,1
3867,외환,6
3868,외환시장,2
3869,외환시장에,1
3870,외환시장의,1
3871,외환을,2
3872,외환중개업체,1
3873,왼쪽,1
3874,요건,5
3875,요건만,1
3876,요건을,12
3877,요건이,4
3878,요구,1
3879,요구를,2
3880,요구하며,1
3881,요구한,2
3882,요구해왔다,1
3883,요구했다,4
3884,요구했습니다,2
3885,요르단,1
3886,요약,12
3887,요원에,1
3888,요인이,1
3889,요청하고,1
3890,요충지로,1
3891,요코하마,4
3892,요코하마에,1
3893,요하네스버그,1
3894,용납할,1
3895,용서하지,1
3896,용어를,1
3897,우고,1
3898,우동명,1
3899,우럭바리,4
3900,우럭바리는,1
3901,우럭바리에서,1
3902,우려,1
3903,우려가,2
3904,우려는,1
3905,우려도,2
3906,우려로,2
3907,우려를,2
3908,우려스런,1
3909,우려와,2
3910,우려하며,1
3911,우려했다,1
3912,우리나라는,1
3913,우리나라의,1
3914,우리도,1
3915,우리돈,1
3916,우주의,1
3917,우크라,1
3918,우크라이나,48
3919,우크라이나가,5
3920,우크라이나군,1
3921,우크라이나군과,1
3922,우크라이나군에,1
3923,우크라이나군의,2
3924,우크라이나는,4
3925,우크라이나를,5
3926,우크라이나만,1
3927,우크라이나방위연락그룹,1
3928,우크라이나에,2
3929,우크라이나와,2
3930,우크라이나의,3
3931,운송비와,1
3932,운영과,1
3933,운영에,1
3934,운영은,1
3935,운영을,3
3936,운영이,2
3937,운영하는,2
3938,운전,1
3939,운행될,1
3940,운행이,2
3941,움직이고,1
3942,움직임도,1
3943,움직임에,1
3944,움직임이,2
3945,웃고,1
3946,웃도는,1
3947,웃돌았다,1
3948,웃돌았습니다,1
3949,워싱턴,28
3950,워싱턴포스트는,1
3951,워털루역,1
3952,원,3
3953,원가에도,1
3954,원래,2
3955,원문,2
3956,원숭이두창,5
3957,원숭이두창에,1
3958,원숭이두창은,3
3959,원숭이두창의,2
3960,원에,1
3961,원유,2
3962,원유가,1
3963,원유가격과,1
3964,원유가격의,1
3965,원인으로,1
3966,원인을,1
3967,원인이,1
3968,원인이었다,1
3969,원자재,1
3970,원자재난,1
3971,원칙,2
3972,원칙을,1
3973,원칙이,1
3974,원팀,1
3975,원팀으로서,1
3976,원활한,1
3977,월가에서는,1
3978,월간,1
3979,월과,4
3980,월급을,1
3981,월까지,2
3982,월드클래스,5
3983,월드클래스가,3
3984,월등히,1
3985,월렌스키,3
3986,월보다,2
3987,월부터,3
3988,월뿐,1
3989,월세,1
3990,월스트리트저널,6
3991,월스트리트저널은,2
3992,월스트리트저널이,2
3993,월에,3
3994,월에는,1
3995,월에도,2
3996,월엔,1
3997,웨이,6
3998,웨이드,1
3999,웨이보,6
4000,웨이보를,1
4001,웨이보에,1
4002,웨이펑허,2
4003,웰스의,1
4004,웹사이트,4
4005,위가,1
4006,위구르족,1
4007,위급,1
4008,위기,2
4009,위기가,1
4010,위기에,2
4011,위반이라면서,1
4012,위반하면서,1
4013,위성사진을,1
4014,위안,2
4015,위안으로,2
4016,위에,2
4017,위와,1
4018,위중해진다는,1
4019,위치에,1
4020,위치한,2
4021,위해서는,1
4022,위해선,1
4023,위해섭니다,1
4024,위험성으로,1
4025,위험에,2
4026,위험은,2
4027,위험을,1
4028,위험이,1
4029,위험하게,1
4030,위협,4
4031,위협에,5
4032,위협으로,1
4033,위협은,2
4034,위협을,1
4035,위협이,6
4036,위협하는,1
4037,위협했었다,1
4038,윈윈할,1
4039,윌겐스,1
4040,윌리스,2
4041,유가,3
4042,유가가,1
4043,유가는,1
4044,유가와,1
4045,유감,1
4046,유감스럽고,2
4047,유권자,1
4048,유권자들에게,1
4049,유권자들의,2
4050,유권자의,1
4051,유네스코,5
4052,유네스코가,1
4053,유니폼을,1
4054,유대의,1
4055,유도하는,1
4056,유도하도록,1
4057,유라시아그룹파운데이션,1
4058,유람선,3
4059,유럽,5
4060,유럽연합,1
4061,유럽의,1
4062,유럽이,1
4063,유럽중앙은행,1
4064,유사품이,3
4065,유사한,1
4066,유소년,1
4067,유엔,8
4068,유엔기후변화협약,1
4069,유엔에이즈계획,1
4070,유일한,2
4071,유일했다,1
4072,유임될,1
4073,유자비,2
4074,유전자,3
4075,유지,4
4076,유지될,1
4077,유지키로,1
4078,유지하고,2
4079,유지하기,3
4080,유지하기로,2
4081,유지할,1
4082,유지해,3
4083,유지했다,3
4084,유지했습니다,1
4085,유지했었다,1
4086,유통되기,1
4087,유통업체,2
4088,유튜브,3
4089,유튜브가,2
4090,유튜브는,1
4091,유튜브의,1
4092,유해생물이,1
4093,육로를,2
4094,육성을,1
4095,윤곽이,1
4096,윤석열,10
4097,은닉처를,1
4098,은퇴,1
4099,은행도,1
4100,은행을,1
4101,음료업체,1
4102,음성,3
4103,음성을,2
4104,음식을,1
4105,음식점에서,1
4106,음악,1
4107,음악회는,1
4108,응급,2
4109,응답자가,1
4110,응답자의,1
4111,응답했다,1
4112,응원과,1
4113,응찰이,2
4114,의견이,1
4115,의도를,1
4116,의료,1
4117,의료진은,1
4118,의문을,1
4119,의미는,1
4120,의미다,1
4121,의사결정,1
4122,의사는,1
4123,의사당,2
4124,의사들을,1
4125,의사를,1
4126,의석의,1
4127,의식주,1
4128,의심되는,1
4129,의심을,1
4130,의심의,1
4131,의원,1
4132,의원수,1
4133,의장국,1
4134,의장국에,1
4135,의장단은,1
4136,의장이,1
4137,의지로,1
4138,의혹이,1
4139,의회,2
4140,의회에,2
4141,의회에서,2
4142,이가,1
4143,이같은,1
4144,이같이,8
4145,이것이,2
4146,이겨냈고,1
4147,이곳에서,1
4148,이곳은,1
4149,이끌었다,1
4150,이나,2
4151,이날도,1
4152,이날부터,1
4153,이내,1
4154,이내에,6
4155,이내의,2
4156,이는,14
4157,이다,1
4158,이달,4
4159,이데일리,2
4160,이동,1
4161,이동할,1
4162,이동헌,2
4163,이동헌입니다,1
4164,이들,2
4165,이들에게는,2
4166,이들은,6
4167,이들을,1
4168,이들의,1
4169,이듬해,1
4170,이라며,8
4171,이라면서,4
4172,이라크,2
4173,이란,10
4174,이란과,2
4175,이란을,1
4176,이란의,1
4177,이렇게,4
4178,이례적으로,1
4179,이례적인,2
4180,이루어지고,2
4181,이뤄졌다고,1
4182,이뤄지고,1
4183,이뤄지면,2
4184,이뤄진,2
4185,이뤘다,1
4186,이르기를,1
4187,이르다,1
4188,이르렀다고,1
4189,이르면,2
4190,이르지,1
4191,이른,1
4192,이른바,2
4193,이름으로,1
4194,이름은,1
4195,이름을,2
4196,이목이,1
4197,이미,8
4198,이미지출처,1
4199,이민,1
4200,이민자들이,1
4201,이바라키현,4
4202,이밖에,3
4203,이번에,3
4204,이번에는,1
4205,이번에도,1
4206,이사는,1
4207,이사벨라,1
4208,이상순,3
4209,이상순입니다,1
4210,이상에서,1
4211,이상은,2
4212,이상을,3
4213,이상의,4
4214,이상이,2
4215,이상인,1
4216,이성,1
4217,이슈는,2
4218,이슈이자,1
4219,이슈지만,2
4220,이스라엘,4
4221,이스라엘부터,1
4222,이스라엘에서,1
4223,이스라엘의,1
4224,이스탄불,1
4225,이승민,2
4226,이어,21
4227,이어가기로,1
4228,이어갈,1
4229,이어갔다,1
4230,이어져,1
4231,이어져서는,1
4232,이어졌다,1
4233,이어지면,1
4234,이어질,1
4235,이에,8
4236,이와,3
4237,이와테현,1
4238,이외의,1
4239,이용돼야,1
4240,이용이,1
4241,이용하는,1
4242,이용한,1
4243,이용해,1
4244,이용해온,1
4245,이유가,2
4246,이유다,2
4247,이유로,6
4248,이유를,1
4249,이유에서다,1
4250,이익이,1
4251,이자,1
4252,이재준,5
4253,이전,3
4254,이전과는,1
4255,이제껏,3
4256,이제는,2
4257,이종수,3
4258,이종수입니다,1
4259,이집트,3
4260,이집트에서는,1
4261,이치를,1
4262,이케아,2
4263,이케아가,1
4264,이케아는,4
4265,이케아를,1
4266,이케아와,1
4267,이코노미스트를,1
4268,이탈리아,4
4269,이틀간,1
4270,이펙,1
4271,이하,1
4272,이하로,3
4273,이해됩니다,1
4274,이해해야,1
4275,이행하기,1
4276,이후에는,1
4277,이후에도,1
4278,이후인,2
4279,이휘경,1
4280,이휘경기자,1
4281,익명을,1
4282,익명의,1
4283,익사하는,1
4284,익사했다,1
4285,인,1
4286,인간개발지수,1
4287,인간과,2
4288,인간으로,1
4289,인공호흡기와,3
4290,인구,1
4291,인구가,1
4292,인권,5
4293,인권단체,1
4294,인권단체들은,1
4295,인권이사회,1
4296,인권이사회에서,1
4297,인권최고대표가,2
4298,인권최고대표는,1
4299,인권최고대표로서는,1
4300,인권최고대표로서의,1
4301,인근,2
4302,인근에,1
4303,인근에서,2
4304,인근의,1
4305,인기가,1
4306,인기그룹이,1
4307,인기를,1
4308,인도,12
4309,인도를,1
4310,인사람을,1
4311,인사를,1
4312,인상,4
4313,인상과,1
4314,인상에,2
4315,인상으로,2
4316,인상을,1
4317,인상하겠다고,1
4318,인상하고,1
4319,인상하는,2
4320,인상한,1
4321,인상할,1
4322,인상했다,1
4323,인상했다고,1
4324,인수자,1
4325,인수자가,1
4326,인수한,2
4327,인수할,1
4328,인수해,2
4329,인식하고,1
4330,인용해,8
4331,인원,1
4332,인재,1
4333,인정받던,1
4334,인정받지,1
4335,인정하지,1
4336,인정했습니다,1
4337,인증,1
4338,인터넷매체,1
4339,인터넷에,2
4340,인터뷰,1
4341,인터뷰가,1
4342,인터뷰에서,5
4343,인터뷰에서도,1
4344,인터뷰하고,1
4345,인테르팍스,2
4346,인테르팍스는,1
4347,인테르팍스를,1
4348,인프라,1
4349,인플레,2
4350,인플레에,1
4351,인플레이션,13
4352,인플레이션에,1
4353,인플레이션을,5
4354,인플레이션이,13
4355,인플레인션이,1
4356,인한,8
4357,인해,4
4358,일각에서는,3
4359,일간,2
4360,일고,1
4361,일까지,4
4362,일들은,1
4363,일로,1
4364,일리노이주,1
4365,일마다,4
4366,일방적,2
4367,일방적으로,1
4368,일본,31
4369,일본과,1
4370,일본에서,9
4371,일본에서는,1
4372,일본은,2
4373,일본은행,1
4374,일본은행은,12
4375,일본은행을,1
4376,일본은행의,1
4377,일본은행이,1
4378,일본을,2
4379,일본의,4
4380,일본인과,3
4381,일부,12
4382,일부는,1
4383,일부로,1
4384,일부터,4
4385,일부터는,1
4386,일시,1
