,단어,빈도
1504,곳으로,1
1505,곳은,1
1506,곳을,6
1507,곳의,1
1508,곳이,2
1509,곳이고,1
1510,곳이기,1
1511,공간,3
1512,공간에선,1
1513,공간이라는,3
1514,공감과,1
1515,공감대가,2
1516,공감대는,1
1517,공감대를,5
1518,공감대만,1
1519,공감언론,29
1520,공감을,1
1521,공감하는,1
1522,공감하면서,1
1523,공감한,1
1524,공감할,3
1525,공개,48
1526,공개가,2
1527,공개돼야지,1
1528,공개됐다,1
1529,공개됐을,1
1530,공개됐지만,1
1531,공개되기,2
1532,공개되기는,1
1533,공개되는,5
1534,공개되도록,1
1535,공개되면,1
1536,공개되면서,1
1537,공개되자,3
1538,공개된,9
1539,공개될,3
1540,공개로,1
1541,공개를,3
1542,공개발언,1
1543,공개발언으로,1
1544,공개서한,1
1545,공개에,1
1546,공개적으로,12
1547,공개적으론,1
1548,공개적인,5
1549,공개하겠다고,3
1550,공개하겠다는,1
1551,공개하고,1
1552,공개하기,1
1553,공개하는,2
1554,공개하도록,1
1555,공개하면,12
1556,공개하지,34
1557,공개하지는,2
1558,공개하지도,1
1559,공개한,14
1560,공개한다,1
1561,공개할,9
1562,공개해,10
1563,공개해달라고,1
1564,공개해도,3
1565,공개해볼까,1
1566,공개했다,6
1567,공개했을,1
1568,공격,4
1569,공격에,1
1570,공격을,8
1571,공격이,2
1572,공격이라는,1
1573,공격하는,1
1574,공격하면,1
1575,공격할,1
1576,공격했다,1
1577,공격했다가,1
1578,공고가,5
1579,공고도,5
1580,공고를,9
1581,공공기관,9
1582,공공기관에,2
1583,공공기관은,2
1584,공공기관의,4
1585,공공기관이,2
1586,공공기관이에요,1
1587,공공기관장들을,2
1588,공공기관장들이,1
1589,공공기관장을,1
1590,공공연하게,1
1591,공공연하다,1
1592,공공요금,2
1593,공공운수노조,2
1594,공공운수조합,1
1595,공공정책연구소,1
1596,공과,3
1597,공과가,1
1598,공군,10
1599,공군의,1
1600,공권력인,1
1601,공급망,1
1602,공급하여,1
1603,공기업은,2
1604,공기업이,1
1605,공단의,1
1606,공동간사를,1
1607,공동선대위원장을,1
1608,공동선언,3
1609,공동선언과,1
1610,공동선언은,1
1611,공동선언을,1
1612,공동성명,1
1613,공동성명과,1
1614,공동의,1
1615,공동체를,1
1616,공동취재,4
1617,공동취재사진,6
1618,공동학과,1
1619,공동학과제도,1
1620,공동협의체,1
1621,공동훈련을,2
1622,공략에,1
1623,공론의,1
1624,공론화해,1
1625,공모까지,1
1626,공모는,2
1627,공모로,2
1628,공모를,3
1629,공모와,1
1630,공모한,1
1631,공모할,1
1632,공무상,1
1633,공무원,21
1634,공무원들에,1
1635,공무원들의,1
1636,공무원을,1
1637,공무원의,1
1638,공무원이,7
1639,공무차량,1
1640,공문도,1
1641,공문서,1
1642,공방,1
1643,공방까지,1
1644,공방도,1
1645,공방만,1
1646,공방으로,1
1647,공방을,1
1648,공방이,5
1649,공방전이,1
1650,공방하면서,1
1651,공백,6
1652,공백상태가,1
1653,공백을,1
1654,공백이,1
1655,공범으로,1
1656,공부,2
1657,공부를,2
1658,공부모임으로,1
1659,공부하며,1
1660,공사,2
1661,공사를,1
1662,공석으로,1
1663,공성에서,1
1664,공세에,1
1665,공소시효도,1
1666,공수,2
1667,공시,4
1668,공시도,4
1669,공시된,1
1670,공시를,3
1671,공시하게,1
1672,공식,28
1673,공식기구를,1
1674,공식일정들을,1
1675,공식적,1
1676,공식적으로,3
1677,공식적이고,3
1678,공식적인,13
1679,공식행사에,1
1680,공식화하는,1
1681,공식화하라,1
1682,공식화한,1
1683,공식화해야,1
1684,공식확인한,1
1685,공안통치로,1
1686,공안통치를,1
1687,공약,13
1688,공약과,2
1689,공약까지,1
1690,공약들을,1
1691,공약에,3
1692,공약에도,1
1693,공약은,1
1694,공약을,4
1695,공약의,1
1696,공약이라는,1
1697,공약할,1
1698,공약해놓고,1
1699,공약했습니다,1
1700,공여,1
1701,공웅조,4
1702,공웅조입니다,1
1703,공유가,1
1704,공유될,1
1705,공유하겠다,1
1706,공유하고,3
1707,공유하는,5
1708,공유하며,1
1709,공유한다는,1
1710,공유해야,1
1711,공익성,2
1712,공익신고자,1
1713,공익신고하면서,1
1714,공익위원,1
1715,공익위원들의,1
1716,공익위원들이,1
1717,공익인권법센터,1
1718,공인,1
1719,공인의,1
1720,공인이잖아요,1
1721,공장,1
1722,공저자로,1
1723,공적,11
1724,공적인,16
1725,공적활동에,1
1726,공전되는,1
1727,공전만,1
1728,공전의,1
1729,공전이,1
1730,공정,1
1731,공정성,1
1732,공정하게,1
1733,공정한,3
1734,공제율을,1
1735,공조,4
1736,공조를,2
1737,공조와,1
1738,공조직은,1
1739,공조직을,3
1740,공조하면서,7
1741,공조해,1
1742,공조했다,1
1743,공존할,1
1744,공존합니다,1
1745,공주대,1
1746,공지,1
1747,공지가,1
1748,공지를,7
1749,공지하지,2
1750,공지하지만,1
1751,공지한다,1
1752,공지해,1
1753,공지했는데,1
1754,공지했다,5
1755,공지했습니다,2
1756,공직,1
1757,공직기강비서관에서,1
1758,공직기강을,1
1759,공직에,7
1760,공직의,2
1761,공직활동과,1
1762,공천,29
1763,공천개혁,1
1764,공천개혁을,1
1765,공천과,2
1766,공천권,3
1767,공천권에,2
1768,공천권을,2
1769,공천권의,1
1770,공천권이,1
1771,공천기준을,1
1772,공천룰을,1
1773,공천문제를,2
1774,공천에,2
1775,공천에서,2
1776,공천은,2
1777,공천을,5
1778,공천이,1
1779,공천제도,2
1780,공칠과삼으로,1
1781,공통,1
1782,공통적인,1
1783,공통점이,1
1784,공판에,1
1785,공판이,1
1786,공판장,1
1787,공포를,1
1788,공포에,1
1789,공포에서,1
1790,공표하나,1
1791,공표하는,15
1792,공표할,1
1793,공표해왔지만,1
1794,공표했다,1
1795,공항,2
1796,공항에,3
1797,공항확충지원단장,1
1798,공헌이,1
1799,공화국,5
1800,공화국을,1
1801,공화국의,3
1802,공황,3
1803,공히,4
1804,과감하게,2
1805,과감한,4
1806,과감히,1
1807,과거,27
1808,과거에,3
1809,과거에는,4
1810,과거에도,3
1811,과거의,6
1812,과거처럼,1
1813,과격한,1
1814,과다,1
1815,과다청구,1
1816,과도,1
1817,과도하게,1
1818,과도하다,1
1819,과도한,4
1820,과반,2
1821,과반을,3
1822,과시하려는,1
1823,과시했다,1
1824,과업,2
1825,과업들을,1
1826,과업이었기,1
1827,과의,3
1828,과일도시락,1
1829,과잉진료와,1
1830,과장돼서,1
1831,과장에게,1
1832,과정,9
1833,과정과,1
1834,과정에,9
1835,과정에서,32
1836,과정에서는,1
1837,과정에서도,4
1838,과정에서부터,3
1839,과정에서의,1
1840,과정은,3
1841,과정이,3
1842,과제,4
1843,과제가,2
1844,과제는,3
1845,과제들을,1
1846,과제라,1
1847,과제라고,1
1848,과제로,2
1849,과제를,2
1850,과제에,1
1851,과제일,1
1852,과하다고,1
1853,과학교육부는,2
1854,과학기술정보통신부,1
1855,과학적,1
1856,과한,3
1857,곽종월,1
1858,관,4
1859,관건이고요,1
1860,관건인,1
1861,관계가,5
1862,관계국과,2
1863,관계기관이,1
1864,관계는,1
1865,관계로,1
1866,관계에,3
1867,관계였던,1
1868,관계와,2
1869,관계의,1
1870,관계자,6
1871,관계자가,5
1872,관계자는,45
1873,관계자도,2
1874,관계자들과,1
1875,관계자들까지,1
1876,관계자들은,1
1877,관계자들이,6
1878,관계자를,1
1879,관계자에,3
1880,관공서,3
1881,관광,1
1882,관대한,1
1883,관람,6
1884,관람도,1
1885,관람은,2
1886,관람을,1
1887,관람한,3
1888,관람했다,1
1889,관련돼서,1
1890,관련되어,1
1891,관련된,15
1892,관련분야,1
1893,관련성을,1
1894,관련이,1
1895,관련자들,1
1896,관련자들을,1
1897,관련자들이,1
1898,관련전문가들은,1
1899,관련한,20
1900,관련해,43
1901,관련해서,31
1902,관련해서는,10
1903,관련해서도,4
1904,관련해선,2
1905,관례상,1
1906,관례적으로,1
1907,관료,2
1908,관료들이나,1
1909,관리,3
1910,관리가,4
1911,관리나,1
1912,관리는,1
1913,관리돼야,2
1914,관리를,4
1915,관리법,2
1916,관리에,3
1917,관리에도,1
1918,관리의,1
1919,관리체계가,1
1920,관리하고,1
1921,관리하기,1
1922,관리하는,3
1923,관리할,1
1924,관리해서,1
1925,관리해야,1
1926,관리형,1
1927,관사,1
1928,관습처럼,1
1929,관심,1
1930,관심과,2
1931,관심도는,1
1932,관심사게,1
1933,관심사를,1
1934,관심은,2
1935,관심을,5
1936,관심이,10
1937,관심이고요,1
1938,관심이었는데,2
1939,관심인데,1
1940,관여가,1
1941,관여를,2
1942,관여하기도,1
1943,관여하지,1
1944,관여한,1
1945,관영,2
1946,관영매체는,1
1947,관영매체를,1
1948,관용차,2
1949,관용차를,1
1950,관장합니다,1
1951,관철한,1
1952,관청을,3
1953,관측도,6
1954,관측되고,2
1955,관측되는,1
1956,관측된다,1
1957,관측됩니다,1
1958,관측에,1
1959,관측이,7
1960,관측이다,1
1961,관측통은,1
1962,관측한,1
1963,관할,2
1964,관해,6
1965,관해서,1
1966,관해선,2
1967,관행,1
1968,관행적으로,2
1969,광고,1
1970,광고가,1
1971,광역,1
1972,광역비례의원,2
1973,광역의원,1
1974,광장에서,1
1975,광주,11
1976,광주민주화운동,1
1977,광주시,1
1978,광주시가,1
1979,광주시당,1
1980,광주시에,2
1981,광주시장,2
1982,광주와,1
1983,광주형,1
1984,광진구,4
1985,광폭이,1
1986,광화문,2
1987,괜찮겠다,1
1988,괜찮다,2
1989,괜찮다는,1
1990,괜찮을,1
1991,괜한,1
1992,괜히,2
1993,괴담을,1
1994,괴롭혔으면,2
1995,괴물이,1
1996,굉장했고,1
1997,굉장히,82
1998,교감이,1
1999,교대만,1
2000,교도통신이,2
2001,교류를,1
2002,교류하면,1
2003,교민,1
2004,교민을,1
2005,교사,6
2006,교사들을,1
2007,교사의혹과,1
2008,교사했다라는,1
2009,교섭단체가,1
2010,교섭을,2
2011,교섭이,1
2012,교섭이라며,1
2013,교수,13
2014,교수가,4
2015,교수고,1
2016,교수는,8
2017,교수님,4
2018,교수님께서,2
2019,교수님께서는,1
2020,교수님도,2
2021,교수님은,3
2022,교수님이,1
2023,교수님하고,2
2024,교수도,1
2025,교수들이,1
2026,교수라는,1
2027,교수를,2
2028,교수에,1
2029,교수에게,1
2030,교수였습니다,1
2031,교수와,2
2032,교수의,2
2033,교신저자는,1
2034,교실,1
2035,교역,1
2036,교외체험학습,3
2037,교외체험학습상황,2
2038,교원,1
2039,교원확보율,1
2040,교육,8
2041,교육감,1
2042,교육감직,1
2043,교육개혁,1
2044,교육계는,1
2045,교육국장을,1
2046,교육부,16
2047,교육부나,1
2048,교육부도,1
2049,교육부에서,1
2050,교육부총리,1
2051,교육부하고,1
2052,교육여건,1
2053,교육위원회에서,1
2054,교육은,1
2055,교육을,5
2056,교육의,1
2057,교육이,1
2058,교육자로서,1
2059,교육청만의,1
2060,교육청으로부터,2
2061,교육행정정보시스템,1
2062,교육협력공공회의를,1
2063,교재에,1
2064,교재에서,1
2065,교지,1
2066,교착,1
2067,교착상태가,1
2068,교체됐을,1
2069,교통,3
2070,교통부장관과,1
2071,교환한다,1
2072,구경,4
2073,구경이,1
2074,구경이다,1
2075,구도,2
2076,구도도,1
2077,구도에,2
2078,구독자,1
2079,구독자는,1
2080,구독자들이,1
2081,구독자였던,1
2082,구두논평에서,3
2083,구두논평을,2
2084,구두로,1
2085,구룡이,1
2086,구매할,2
2087,구미와,1
2088,구민,2
2089,구별을,1
2090,구분되는,1
2091,구분될,1
2092,구분을,1
2093,구분이,1
2094,구분하게,1
2095,구분하지,1
2096,구색,1
2097,구설수에,1
2098,구성,17
2099,구성과,1
2100,구성도,1
2101,구성돼,2
2102,구성돼서,1
2103,구성됐다,1
2104,구성됐다고,1
2105,구성됐습니다,1
2106,구성됐으며,1
2107,구성되는,2
2108,구성되며,1
2109,구성되어,2
2110,구성되지,1
2111,구성된,7
2112,구성된다,1
2113,구성될,1
2114,구성부터,1
2115,구성에,4
2116,구성원,1
2117,구성원들도,1
2118,구성원들이,1
2119,구성원들이나,1
2120,구성원으로,1
2121,구성원으로는,1
2122,구성을,6
2123,구성이,10
2124,구성이라는,1
2125,구성이라든지,1
2126,구성하고,2
2127,구성하지,1
2128,구성한,1
2129,구성한다,1
2130,구성한다고,1
2131,구성할,1
2132,구성할지,1
2133,구성해,2
2134,구성했냐,1
2135,구성했다,2
2136,구성했습니까,1
2137,구속,3
2138,구속되지,1
2139,구속영장,1
2140,구속영장에는,1
2141,구속영장은,2
2142,구속영장을,1
2143,구속영장이,5
2144,구속이,2
2145,구시대적이고,1
2146,구심점,1
2147,구애받지,1
2148,구애하려는,1
2149,구에,1
2150,구원,1
2151,구입하고,1
2152,구입해,1
2153,구입했다,1
2154,구정,2
2155,구정운영,1
2156,구정운영의,1
2157,구정을,1
2158,구조,2
2159,구조가,1
2160,구조거든요,1
2161,구조는,1
2162,구조다,1
2163,구조라는,1
2164,구조로,1
2165,구조를,2
2166,구조적인,1
2167,구조전환에,1
2168,구청에,1
2169,구청장으로,1
2170,구청장은,1
2171,구체성은,1
2172,구체적인,26
2173,구체화될,1
2174,구체화해서,1
2175,구체화했습니다,1
2176,구축,2
2177,구축과,2
2178,구축하겠다고,1
2179,구축하고,1
2180,구축하는,1
2181,구축한다,1
2182,구축해야,1
2183,구태가,2
2184,구태를,1
2185,구하고,1
2186,구하기,1
2187,구하는,1
2188,구하지,1
2189,구한다,1
2190,구할,1
2191,구해야,1
2192,구현,1
2193,구현이다,1
2194,구형했지만,1
2195,국,13
2196,국가,16
2197,국가가,1
2198,국가경찰위원회가,1
2199,국가기관들이,2
2200,국가기관에,1
2201,국가기록물에,1
2202,국가들과의,1
2203,국가로,1
2204,국가를,1
2205,국가별,1
2206,국가보위성이,1
2207,국가보훈처장,1
2208,국가비상방역체계를,1
2209,국가성장,1
2210,국가안보실,24
2211,국가안보실과,4
2212,국가안보실에서,12
2213,국가안보실에선,1
2214,국가안보실은,15
2215,국가안보실의,1
2216,국가안보실이,8
2217,국가안보실장,1
2218,국가안보실장과,2
2219,국가안보실장도,1
2220,국가안보실장에게,13
2221,국가안보실장을,2
2222,국가안보실장이,2
2223,국가안보의,1
2224,국가안보회의,1
2225,국가안전보장회의,11
2226,국가에,3
2227,국가와,3
2228,국가위기관리센터에서,2
2229,국가유공자,1
2230,국가의,11
2231,국가적,2
2232,국가전략,1
2233,국가전략기술의,1
2234,국가정보원,1
2235,국가정보원에,1
2236,국가정보원은,5
2237,국가정보원장,5
2238,국가정보원장과,1
2239,국가정보원장에,1
2240,국가정보원장은,5
2241,국가정보원장이,14
2242,국가최고지도부의,1
2243,국가해양정원은,1
2244,국격에,2
2245,국격을,1
2246,국경,3
2247,국경을,2
2248,국경지역에서,1
2249,국고손실,1
2250,국군,1
2251,국군수도병원,1
2252,국권,3
2253,국권수호,2
2254,국권을,4
2255,국기,2
2256,국기를,1
2257,국내,15
2258,국내에,1
2259,국내에서,2
2260,국내에서만,4
2261,국내외,5
2262,국내정보,3
2263,국립,3
2264,국립서울현충원에서,3
2265,국립아카데미,6
2266,국립연구원,1
2267,국립외교원,1
2268,국립외교원으로,1
2269,국면,1
2270,국면에,1
2271,국면에서,1
2272,국면이라든가,1
2273,국무위원,1
2274,국무위원들은,1
2275,국무위원을,1
2276,국무위원장,2
2277,국무위원장은,3
